FID,the_geom,LAYER,BUILDING_M,BUILDING_U,BUILDING_A
building_map_dom_points.24508,POINT (-61.31737282213592 15.241187863504857),Unknown Point Feature,B__24508,Unknown,?
building_map_dom_points.24509,POINT (-61.31737360442203 15.24108951255142),Unknown Point Feature,B__24509,Unknown,?
building_map_dom_points.24510,POINT (-61.3174619573215 15.240860675706221),Unknown Point Feature,B__24510,Unknown,?
building_map_dom_points.24511,POINT (-61.31739542581573 15.24099951573806),Unknown Point Feature,B__24511,Unknown,?
building_map_dom_points.24512,POINT (-61.31779871357142 15.240977949769702),Unknown Point Feature,B__24512,Unknown,?
building_map_dom_points.24513,POINT (-61.317862621152564 15.24150083565446),Unknown Point Feature,B__24513,Unknown,?
building_map_dom_points.24514,POINT (-61.317861960812024 15.241318460734636),Unknown Point Feature,B__24514,Unknown,?
building_map_dom_points.24515,POINT (-61.31786948149908 15.241168932745301),Unknown Point Feature,B__24515,Unknown,?
building_map_dom_points.24516,POINT (-61.317913474733594 15.241210244502986),Unknown Point Feature,B__24516,Unknown,?
building_map_dom_points.24517,POINT (-61.31791366151824 15.240921322677002),Unknown Point Feature,B__24517,Unknown,?
building_map_dom_points.24518,POINT (-61.31801623429175 15.24129297871793),Unknown Point Feature,B__24518,Unknown,?
building_map_dom_points.24519,POINT (-61.31797075844158 15.241438124046894),Unknown Point Feature,B__24519,Unknown,?
building_map_dom_points.24520,POINT (-61.31809133020562 15.241404192984717),Unknown Point Feature,B__24520,Unknown,?
building_map_dom_points.24521,POINT (-61.31826863020252 15.241137089427866),Unknown Point Feature,B__24521,Unknown,?
building_map_dom_points.24522,POINT (-61.31836267826269 15.240988209767167),Unknown Point Feature,B__24522,Unknown,?
building_map_dom_points.24523,POINT (-61.318571057248725 15.241059440519212),Unknown Point Feature,B__24523,Unknown,?
building_map_dom_points.24524,POINT (-61.318496543180494 15.241671563545745),Unknown Point Feature,B__24524,Unknown,?
building_map_dom_points.24525,POINT (-61.318277383407896 15.241628939301552),Unknown Point Feature,B__24525,Unknown,?
building_map_dom_points.24526,POINT (-61.31827180140885 15.241534638819328),Unknown Point Feature,B__24526,Unknown,?
building_map_dom_points.24527,POINT (-61.318155955465734 15.241505083258378),Unknown Point Feature,B__24527,Unknown,?
building_map_dom_points.24528,POINT (-61.31826019760107 15.241401360289162),Unknown Point Feature,B__24528,Unknown,?
building_map_dom_points.24529,POINT (-61.318241887841296 15.241315160832393),Unknown Point Feature,B__24529,Unknown,?
building_map_dom_points.24530,POINT (-61.31845564435727 15.241240945818738),Unknown Point Feature,B__24530,Unknown,?
building_map_dom_points.24531,POINT (-61.31873972898899 15.24108119518965),Unknown Point Feature,B__24531,Unknown,?
building_map_dom_points.24532,POINT (-61.319188225543726 15.241213648049644),Unknown Point Feature,B__24532,Unknown,?
building_map_dom_points.24533,POINT (-61.319195869555735 15.241314111298623),Unknown Point Feature,B__24533,Unknown,?
building_map_dom_points.24534,POINT (-61.31924160942533 15.241666899412106),Unknown Point Feature,B__24534,Unknown,?
building_map_dom_points.24535,POINT (-61.319345165500245 15.241738027471381),Unknown Point Feature,B__24535,Unknown,?
building_map_dom_points.24536,POINT (-61.319529327203654 15.24166973710969),Unknown Point Feature,B__24536,Unknown,?
building_map_dom_points.24537,POINT (-61.319729710369636 15.241419197919662),Unknown Point Feature,B__24537,Unknown,?
building_map_dom_points.24538,POINT (-61.31976843059832 15.241327278207123),Unknown Point Feature,B__24538,Unknown,?
building_map_dom_points.24539,POINT (-61.3197733187274 15.241243301599692),Unknown Point Feature,B__24539,Unknown,?
building_map_dom_points.24540,POINT (-61.319585994556995 15.241178376871638),Unknown Point Feature,B__24540,Unknown,?
building_map_dom_points.24541,POINT (-61.31938928321546 15.241298825451775),Unknown Point Feature,B__24541,Unknown,?
building_map_dom_points.24542,POINT (-61.31934076732628 15.241494663658786),Unknown Point Feature,B__24542,Unknown,?
building_map_dom_points.24543,POINT (-61.319270667063215 15.241551513529267),Unknown Point Feature,B__24543,Unknown,?
building_map_dom_points.24544,POINT (-61.31927110661468 15.24149619106574),Unknown Point Feature,B__24544,Unknown,?
building_map_dom_points.24545,POINT (-61.319253480176364 15.24132393448365),Unknown Point Feature,B__24545,Unknown,?
building_map_dom_points.24546,POINT (-61.319052685613656 15.241094980282512),Unknown Point Feature,B__24546,Unknown,?
building_map_dom_points.24547,POINT (-61.31938944336216 15.241212252082859),Unknown Point Feature,B__24547,Unknown,?
building_map_dom_points.24548,POINT (-61.31937308079131 15.241146558279176),Unknown Point Feature,B__24548,Unknown,?
building_map_dom_points.24549,POINT (-61.31915381756898 15.241382612021129),Unknown Point Feature,B__24549,Unknown,?
building_map_dom_points.24550,POINT (-61.31910354157021 15.241335106118228),Unknown Point Feature,B__24550,Unknown,?
building_map_dom_points.24551,POINT (-61.316794578042014 15.24727793952765),Unknown Point Feature,B__24551,Unknown,?
building_map_dom_points.24552,POINT (-61.31586642600715 15.246505977211331),Unknown Point Feature,B__24552,Unknown,?
building_map_dom_points.24553,POINT (-61.31579263173789 15.245524588277208),Unknown Point Feature,B__24553,Unknown,?
building_map_dom_points.24554,POINT (-61.316051168470274 15.245570242945515),Unknown Point Feature,B__24554,Unknown,?
building_map_dom_points.24555,POINT (-61.31589223751074 15.24573844217226),Unknown Point Feature,B__24555,Unknown,?
building_map_dom_points.24556,POINT (-61.31619012659413 15.245789856352582),Unknown Point Feature,B__24556,Unknown,?
building_map_dom_points.24557,POINT (-61.31654643505225 15.245926404582834),Unknown Point Feature,B__24557,Unknown,?
building_map_dom_points.24558,POINT (-61.31691885775356 15.245806252743959),Unknown Point Feature,B__24558,Unknown,?
building_map_dom_points.24559,POINT (-61.31709594222631 15.245832170291248),Unknown Point Feature,B__24559,Unknown,?
building_map_dom_points.24560,POINT (-61.31725269853035 15.245937167085422),Unknown Point Feature,B__24560,Unknown,?
building_map_dom_points.24561,POINT (-61.31731836438647 15.246172622995454),Unknown Point Feature,B__24561,Unknown,?
building_map_dom_points.24562,POINT (-61.31857054979312 15.245596423483844),Unknown Point Feature,B__24562,Unknown,?
building_map_dom_points.24563,POINT (-61.318508303279394 15.24572709943112),Unknown Point Feature,B__24563,Unknown,?
building_map_dom_points.24564,POINT (-61.317940030363594 15.24632322610483),Unknown Point Feature,B__24564,Unknown,?
building_map_dom_points.24565,POINT (-61.31841109453541 15.246184686362726),Unknown Point Feature,B__24565,Unknown,?
building_map_dom_points.24566,POINT (-61.31850434681152 15.24613620686992),Unknown Point Feature,B__24566,Unknown,?
building_map_dom_points.24567,POINT (-61.31850656253798 15.2458575457929),Unknown Point Feature,B__24567,Unknown,?
building_map_dom_points.24568,POINT (-61.32065119853897 15.247251059048018),Unknown Point Feature,B__24568,Unknown,?
building_map_dom_points.24569,POINT (-61.31994062486249 15.247427881196623),Unknown Point Feature,B__24569,Unknown,?
building_map_dom_points.24570,POINT (-61.32026402951703 15.24686566145929),Unknown Point Feature,B__24570,Unknown,?
building_map_dom_points.24571,POINT (-61.320970522928484 15.247202449280218),Unknown Point Feature,B__24571,Unknown,?
building_map_dom_points.24572,POINT (-61.321165973620396 15.247160197792324),Unknown Point Feature,B__24572,Unknown,?
building_map_dom_points.24573,POINT (-61.32149654686452 15.247585241924517),Unknown Point Feature,B__24573,Unknown,?
building_map_dom_points.24574,POINT (-61.32210726155767 15.247225525378031),Unknown Point Feature,B__24574,Unknown,?
building_map_dom_points.24575,POINT (-61.32237758353888 15.246732119185587),Unknown Point Feature,B__24575,Unknown,?
building_map_dom_points.24576,POINT (-61.32388775312138 15.249242404312055),Unknown Point Feature,B__24576,Unknown,?
building_map_dom_points.24577,POINT (-61.31923207947208 15.248503284877785),Unknown Point Feature,B__24577,Unknown,?
building_map_dom_points.24578,POINT (-61.32265917117967 15.248852138151095),Unknown Point Feature,B__24578,Unknown,?
building_map_dom_points.24579,POINT (-61.3225871084165 15.249067438234643),Unknown Point Feature,B__24579,Unknown,?
building_map_dom_points.24580,POINT (-61.32125136742675 15.248806055522254),Unknown Point Feature,B__24580,Unknown,?
building_map_dom_points.24581,POINT (-61.31979141597129 15.248785929344104),Unknown Point Feature,B__24581,Unknown,?
building_map_dom_points.24582,POINT (-61.32320305894939 15.244403095587797),Unknown Point Feature,B__24582,Unknown,?
building_map_dom_points.24583,POINT (-61.32257243860796 15.244474780790469),Unknown Point Feature,B__24583,Unknown,?
building_map_dom_points.24584,POINT (-61.322144116854055 15.243837722074488),Unknown Point Feature,B__24584,Unknown,?
building_map_dom_points.24585,POINT (-61.32186635342965 15.24361434169771),Unknown Point Feature,B__24585,Unknown,?
building_map_dom_points.24586,POINT (-61.32166083546192 15.243507161925542),Unknown Point Feature,B__24586,Unknown,?
building_map_dom_points.24587,POINT (-61.32124703124607 15.243168924234777),Unknown Point Feature,B__24587,Unknown,?
building_map_dom_points.24588,POINT (-61.320470219292645 15.24665740192518),Unknown Point Feature,B__24588,Unknown,?
building_map_dom_points.24589,POINT (-61.32077666185165 15.246695213579258),Unknown Point Feature,B__24589,Unknown,?
building_map_dom_points.24590,POINT (-61.32137543410946 15.246776194340674),Unknown Point Feature,B__24590,Unknown,?
building_map_dom_points.24591,POINT (-61.32021034147433 15.246425956849283),Unknown Point Feature,B__24591,Unknown,?
building_map_dom_points.24592,POINT (-61.32079647446894 15.246326523402647),Unknown Point Feature,B__24592,Unknown,?
building_map_dom_points.24593,POINT (-61.3207304141028 15.24614024365654),Unknown Point Feature,B__24593,Unknown,?
building_map_dom_points.24594,POINT (-61.32047882659228 15.245927985921407),Unknown Point Feature,B__24594,Unknown,?
building_map_dom_points.24595,POINT (-61.32153748943225 15.245859408526746),Unknown Point Feature,B__24595,Unknown,?
building_map_dom_points.24596,POINT (-61.3214138095691 15.245486912500988),Unknown Point Feature,B__24596,Unknown,?
building_map_dom_points.24597,POINT (-61.3210834686738 15.24562377983255),Unknown Point Feature,B__24597,Unknown,?
building_map_dom_points.24598,POINT (-61.320755773959135 15.245427345730684),Unknown Point Feature,B__24598,Unknown,?
building_map_dom_points.24599,POINT (-61.32115432763958 15.244851115137175),Unknown Point Feature,B__24599,Unknown,?
building_map_dom_points.24600,POINT (-61.32118294962083 15.244436044364532),Unknown Point Feature,B__24600,Unknown,?
building_map_dom_points.24601,POINT (-61.32095764333191 15.244103769866529),Unknown Point Feature,B__24601,Unknown,?
building_map_dom_points.24602,POINT (-61.3212593218636 15.24403225936391),Unknown Point Feature,B__24602,Unknown,?
building_map_dom_points.24603,POINT (-61.31900894716866 15.245896537434664),Unknown Point Feature,B__24603,Unknown,?
building_map_dom_points.24604,POINT (-61.318905611939954 15.245797406337687),Unknown Point Feature,B__24604,Unknown,?
building_map_dom_points.24605,POINT (-61.31915201666263 15.246307429554252),Unknown Point Feature,B__24605,Unknown,?
building_map_dom_points.24606,POINT (-61.31944655948396 15.246071940282212),Unknown Point Feature,B__24606,Unknown,?
building_map_dom_points.24607,POINT (-61.319338095374725 15.245909931832177),Unknown Point Feature,B__24607,Unknown,?
building_map_dom_points.24608,POINT (-61.31947055592267 15.245531157224102),Unknown Point Feature,B__24608,Unknown,?
building_map_dom_points.24609,POINT (-61.3195225533394 15.245362154284871),Unknown Point Feature,B__24609,Unknown,?
building_map_dom_points.24610,POINT (-61.319704752813465 15.245098501685087),Unknown Point Feature,B__24610,Unknown,?
building_map_dom_points.24611,POINT (-61.319490891489394 15.245096899995607),Unknown Point Feature,B__24611,Unknown,?
building_map_dom_points.24612,POINT (-61.31973379632043 15.24533914713879),Unknown Point Feature,B__24612,Unknown,?
building_map_dom_points.24613,POINT (-61.31994901088924 15.244816188620547),Unknown Point Feature,B__24613,Unknown,?
building_map_dom_points.24614,POINT (-61.319989187616805 15.244718132543936),Unknown Point Feature,B__24614,Unknown,?
building_map_dom_points.24615,POINT (-61.320151485933664 15.244834097418527),Unknown Point Feature,B__24615,Unknown,?
building_map_dom_points.24616,POINT (-61.3202408018145 15.24457248098268),Unknown Point Feature,B__24616,Unknown,?
building_map_dom_points.24617,POINT (-61.32043918914988 15.244396377184781),Unknown Point Feature,B__24617,Unknown,?
building_map_dom_points.24618,POINT (-61.31989536505472 15.244130020750996),Unknown Point Feature,B__24618,Unknown,?
building_map_dom_points.24619,POINT (-61.31935001741918 15.243347278060915),Unknown Point Feature,B__24619,Unknown,?
building_map_dom_points.24620,POINT (-61.32000134754115 15.24389585055257),Unknown Point Feature,B__24620,Unknown,?
building_map_dom_points.24621,POINT (-61.320619678969194 15.243993371843478),Unknown Point Feature,B__24621,Unknown,?
building_map_dom_points.24622,POINT (-61.320635803445725 15.244089117324794),Unknown Point Feature,B__24622,Unknown,?
building_map_dom_points.24623,POINT (-61.319309217433265 15.243877917505737),Unknown Point Feature,B__24623,Unknown,?
building_map_dom_points.24624,POINT (-61.31951804946671 15.244158159440847),Unknown Point Feature,B__24624,Unknown,?
building_map_dom_points.24625,POINT (-61.31945768376158 15.24396372569736),Unknown Point Feature,B__24625,Unknown,?
building_map_dom_points.24626,POINT (-61.320058111364766 15.244189524853137),Unknown Point Feature,B__24626,Unknown,?
building_map_dom_points.24627,POINT (-61.3199854639458 15.246131529724105),Unknown Point Feature,B__24627,Unknown,?
building_map_dom_points.24628,POINT (-61.31971142528398 15.246147691761431),Unknown Point Feature,B__24628,Unknown,?
building_map_dom_points.24629,POINT (-61.3200739295634 15.245858978542008),Unknown Point Feature,B__24629,Unknown,?
building_map_dom_points.24630,POINT (-61.32018360465764 15.245750514269112),Unknown Point Feature,B__24630,Unknown,?
building_map_dom_points.24631,POINT (-61.31991808327261 15.245639240700088),Unknown Point Feature,B__24631,Unknown,?
building_map_dom_points.24632,POINT (-61.32014706878598 15.245626383878367),Unknown Point Feature,B__24632,Unknown,?
building_map_dom_points.24633,POINT (-61.320259260822866 15.245201010571646),Unknown Point Feature,B__24633,Unknown,?
building_map_dom_points.24634,POINT (-61.32052140600569 15.245264901396432),Unknown Point Feature,B__24634,Unknown,?
building_map_dom_points.24635,POINT (-61.320570846770636 15.245181485942524),Unknown Point Feature,B__24635,Unknown,?
building_map_dom_points.24636,POINT (-61.32068921104726 15.244923729574152),Unknown Point Feature,B__24636,Unknown,?
building_map_dom_points.24637,POINT (-61.320457226447694 15.244841850501144),Unknown Point Feature,B__24637,Unknown,?
building_map_dom_points.24638,POINT (-61.320160116177455 15.243436938394707),Unknown Point Feature,B__24638,Unknown,?
building_map_dom_points.24639,POINT (-61.32051614412054 15.243490603280668),Unknown Point Feature,B__24639,Unknown,?
