title,avg_enjoyment,goodreads_rating,category,read_year,link
Feynman And Computation (Frontiers in Physics),4,4.22,General Reading,2012,https://www.goodreads.com/review/show/370211869?utm_medium=api&utm_source=rss
The Zenith Angle,2,3.26,General Reading,2012,https://www.goodreads.com/review/show/370211643?utm_medium=api&utm_source=rss
The Beginning Place,1,3.51,General Reading,2012,https://www.goodreads.com/review/show/370210386?utm_medium=api&utm_source=rss
How Would You Move Mount Fuji? Microsoft's Cult of the Puzzle--How the World's Smartest Companies Select the Most Creative Thinkers,3,3.56,General Reading,2012,https://www.goodreads.com/review/show/370209451?utm_medium=api&utm_source=rss
"Berserker Fury (Berserker, #10)",2,3.55,General Reading,2012,https://www.goodreads.com/review/show/370207826?utm_medium=api&utm_source=rss
Bare-Faced Messiah,4,3.62,General Reading,2012,https://www.goodreads.com/review/show/370207517?utm_medium=api&utm_source=rss
"Excession (Culture, #5)",4,4.2,General Reading,2012,https://www.goodreads.com/review/show/370207138?utm_medium=api&utm_source=rss
"Reading Graphs, Maps, Trees: Critical Responses to Franco Moretti",3,3.81,General Reading,2012,https://www.goodreads.com/review/show/370206866?utm_medium=api&utm_source=rss
Coders at Work: Reflections on the Craft of Programming,4,3.95,General Reading,2012,https://www.goodreads.com/review/show/370206755?utm_medium=api&utm_source=rss
Romeo and Juliet,3,3.74,General Reading,2012,https://www.goodreads.com/review/show/370206045?utm_medium=api&utm_source=rss
"The Hedgehog, the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities",4,3.64,General Reading,2012,https://www.goodreads.com/review/show/370205539?utm_medium=api&utm_source=rss
Night,3,4.38,General Reading,2012,https://www.goodreads.com/review/show/370203417?utm_medium=api&utm_source=rss
The Golden Bough,4,4.01,General Reading,2012,https://www.goodreads.com/review/show/370203201?utm_medium=api&utm_source=rss
Manga Impact!,3,3.33,General Reading,2012,https://www.goodreads.com/review/show/370203088?utm_medium=api&utm_source=rss
Great Expectations,2,3.78,General Reading,2012,https://www.goodreads.com/review/show/370202674?utm_medium=api&utm_source=rss
Ficciones,5,4.45,General Reading,2012,https://www.goodreads.com/review/show/370202459?utm_medium=api&utm_source=rss
"The Stainless Steel Rat Goes to Hell (Stainless Steel Rat, #9)",3,3.81,General Reading,2012,https://www.goodreads.com/review/show/370195444?utm_medium=api&utm_source=rss
"The Stainless Steel Rat for President (Stainless Steel Rat, #8)",4,3.87,General Reading,2012,https://www.goodreads.com/review/show/370195383?utm_medium=api&utm_source=rss
"The Stainless Steel Rat's Revenge (Stainless Steel Rat, #5)",2,3.97,General Reading,2012,https://www.goodreads.com/review/show/370195349?utm_medium=api&utm_source=rss
"The Stainless Steel Rat (Stainless Steel Rat, #4)",4,3.94,General Reading,2012,https://www.goodreads.com/review/show/370195319?utm_medium=api&utm_source=rss
Against the Gods: The Remarkable Story of Risk,2,3.94,General Reading,2012,https://www.goodreads.com/review/show/370133114?utm_medium=api&utm_source=rss
Catastrophe: Risk and Response,4,3.27,General Reading,2012,https://www.goodreads.com/review/show/370193553?utm_medium=api&utm_source=rss
Critical Point of View: A Wikipedia Reader,3,3.11,General Reading,2012,https://www.goodreads.com/review/show/370193297?utm_medium=api&utm_source=rss
How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,4,3.97,General Reading,2012,https://www.goodreads.com/review/show/370192686?utm_medium=api&utm_source=rss
The Cleanest Race: How North Koreans See Themselves and Why It Matters,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/370191160?utm_medium=api&utm_source=rss
The Authoritarians,4,4.3,General Reading,2012,https://www.goodreads.com/review/show/370189663?utm_medium=api&utm_source=rss
Russian Silhouettes: Portraits of the Heroes of a Vanished age,4,4.24,General Reading,2012,https://www.goodreads.com/review/show/370189551?utm_medium=api&utm_source=rss
"Superior Beings. If They Exist, How Would We Know?: Game-Theoretic Implications of Omnipotence, Omniscience, Immortality, and Incomprehensibility",4,3.67,General Reading,2012,https://www.goodreads.com/review/show/370189366?utm_medium=api&utm_source=rss
Comics and Sequential Art,3,4.11,General Reading,2012,https://www.goodreads.com/review/show/370189248?utm_medium=api&utm_source=rss
"And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6)",2,3.58,General Reading,2012,https://www.goodreads.com/review/show/370189003?utm_medium=api&utm_source=rss
"Spent: Sex, Evolution, and Consumer Behavior",5,3.84,General Reading,2012,https://www.goodreads.com/review/show/370188760?utm_medium=api&utm_source=rss
Manga Impact: The World of Japanese Animation,3,3.67,General Reading,2012,https://www.goodreads.com/review/show/370188515?utm_medium=api&utm_source=rss
Culture and Value,2,4.13,General Reading,2012,https://www.goodreads.com/review/show/370186909?utm_medium=api&utm_source=rss
Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,5,4.21,General Reading,2012,https://www.goodreads.com/review/show/370185638?utm_medium=api&utm_source=rss
WikiLeaks: Inside Julian Assange's War on Secrecy,2,3.48,General Reading,2012,https://www.goodreads.com/review/show/370184292?utm_medium=api&utm_source=rss
Is Marriage for White People?: How the African American Marriage Decline Affects Everyone,3,3.8,General Reading,2012,https://www.goodreads.com/review/show/370184176?utm_medium=api&utm_source=rss
The Best Writing on Mathematics 2010,4,3.76,General Reading,2012,https://www.goodreads.com/review/show/370183690?utm_medium=api&utm_source=rss
The Truth Machine,3,3.99,General Reading,2012,https://www.goodreads.com/review/show/370183317?utm_medium=api&utm_source=rss
In the Valley of the Shadow: On the Foundations of Religious Belief,2,3.65,General Reading,2012,https://www.goodreads.com/review/show/370182676?utm_medium=api&utm_source=rss
The Sandman: Book of Dreams,2,4.3,General Reading,2012,https://www.goodreads.com/review/show/370182444?utm_medium=api&utm_source=rss
The Center Cannot Hold: My Journey Through Madness,4,4.3,General Reading,2012,https://www.goodreads.com/review/show/370182249?utm_medium=api&utm_source=rss
Melmoth the Wanderer,4,3.75,General Reading,2012,https://www.goodreads.com/review/show/370181761?utm_medium=api&utm_source=rss
Vathek,3,3.25,General Reading,2012,https://www.goodreads.com/review/show/370181587?utm_medium=api&utm_source=rss
"Visual Explanations: Images and Quantities, Evidence and Narrative",4,4.29,General Reading,2012,https://www.goodreads.com/review/show/370180925?utm_medium=api&utm_source=rss
I Hope I Shall Arrive Soon,2,3.95,General Reading,2012,https://www.goodreads.com/review/show/370180043?utm_medium=api&utm_source=rss
The Missionary Position: Mother Teresa in Theory and Practice,4,4.05,General Reading,2012,https://www.goodreads.com/review/show/370179868?utm_medium=api&utm_source=rss
The Visual Display of Quantitative Information,3,4.38,General Reading,2012,https://www.goodreads.com/review/show/370179622?utm_medium=api&utm_source=rss
The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles (The Blackwell Philosophy and Pop Culture Series),3,4.4,General Reading,2012,https://www.goodreads.com/review/show/370179411?utm_medium=api&utm_source=rss
The Extended Mind (Bradford Books),1,3.58,General Reading,2012,https://www.goodreads.com/review/show/370179157?utm_medium=api&utm_source=rss
Beautiful Evidence,4,4.15,General Reading,2012,https://www.goodreads.com/review/show/370179042?utm_medium=api&utm_source=rss
Zettel,3,4.28,General Reading,2012,https://www.goodreads.com/review/show/370178627?utm_medium=api&utm_source=rss
Is There Anything Good About Men?: How Cultures Flourish by Exploiting Men,5,3.69,General Reading,2012,https://www.goodreads.com/review/show/370178244?utm_medium=api&utm_source=rss
Endgame: Bobby Fischer's Remarkable Rise and Fall—From America's Brightest Prodigy to the Edge of Madness,3,3.91,General Reading,2012,https://www.goodreads.com/review/show/370177941?utm_medium=api&utm_source=rss
Opening Up: A Guide to Creating and Sustaining Open Relationships,2,4.07,General Reading,2012,https://www.goodreads.com/review/show/370177567?utm_medium=api&utm_source=rss
Steppe,4,3.55,General Reading,2012,https://www.goodreads.com/review/show/370176955?utm_medium=api&utm_source=rss
Chthon,1,3.32,General Reading,2012,https://www.goodreads.com/review/show/370176797?utm_medium=api&utm_source=rss
"Under a Velvet Cloak (Incarnations of Immortality, #8)",2,3.59,General Reading,2012,https://www.goodreads.com/review/show/370176741?utm_medium=api&utm_source=rss
"Statesman (Bio of a Space Tyrant, #5)",3,3.73,General Reading,2012,https://www.goodreads.com/review/show/370173156?utm_medium=api&utm_source=rss
"Executive (Bio of a Space Tyrant, #4)",3,3.73,General Reading,2012,https://www.goodreads.com/review/show/370173107?utm_medium=api&utm_source=rss
"Politician (Bio of a Space Tyrant, #3)",3,3.73,General Reading,2012,https://www.goodreads.com/review/show/370173077?utm_medium=api&utm_source=rss
"Mercenary (Bio of a Space Tyrant, #2)",3,3.81,General Reading,2012,https://www.goodreads.com/review/show/370173053?utm_medium=api&utm_source=rss
The Dastard (Xanth #24),2,3.81,General Reading,2012,https://www.goodreads.com/review/show/370172995?utm_medium=api&utm_source=rss
"Refugee (Bio of a Space Tyrant, #1)",3,3.74,General Reading,2012,https://www.goodreads.com/review/show/370172926?utm_medium=api&utm_source=rss
"Yon Ill Wind (Xanth, #20)",4,3.77,General Reading,2012,https://www.goodreads.com/review/show/370172886?utm_medium=api&utm_source=rss
"Phaze Doubt (Apprentice Adept, #7)",3,3.83,General Reading,2012,https://www.goodreads.com/review/show/370172863?utm_medium=api&utm_source=rss
"Robot Adept (Apprentice Adept, #5)",2,3.8,General Reading,2012,https://www.goodreads.com/review/show/370172738?utm_medium=api&utm_source=rss
"Out of Phaze (Apprentice Adept, #4)",3,3.8,General Reading,2012,https://www.goodreads.com/review/show/370172699?utm_medium=api&utm_source=rss
The Color of Her Panties (Xanth #15),3,3.68,General Reading,2012,https://www.goodreads.com/review/show/370172665?utm_medium=api&utm_source=rss
"Juxtaposition (Apprentice Adept, #3)",4,3.93,General Reading,2012,https://www.goodreads.com/review/show/370172574?utm_medium=api&utm_source=rss
"Blue Adept (Apprentice Adept, #2)",4,3.95,General Reading,2012,https://www.goodreads.com/review/show/370172548?utm_medium=api&utm_source=rss
Crewel Lye: A Caustic Yarn (Xanth #8),2,3.74,General Reading,2012,https://www.goodreads.com/review/show/370172483?utm_medium=api&utm_source=rss
"Split Infinity (Apprentice Adept, #1)",4,3.97,General Reading,2012,https://www.goodreads.com/review/show/370172481?utm_medium=api&utm_source=rss
"And Eternity (Incarnations of Immortality, #7)",4,3.87,General Reading,2012,https://www.goodreads.com/review/show/370172482?utm_medium=api&utm_source=rss
"For Love of Evil (Incarnations of Immortality, #6)",4,4.12,General Reading,2012,https://www.goodreads.com/review/show/370172367?utm_medium=api&utm_source=rss
"Ogre, Ogre (Xanth #5)",3,3.77,General Reading,2012,https://www.goodreads.com/review/show/370172229?utm_medium=api&utm_source=rss
"Centaur Aisle (Xanth, #4)",4,3.81,General Reading,2012,https://www.goodreads.com/review/show/370172209?utm_medium=api&utm_source=rss
"Night Mare (Xanth, #6)",2,3.86,General Reading,2012,https://www.goodreads.com/review/show/370172190?utm_medium=api&utm_source=rss
"Being a Green Mother (Incarnations of Immortality, #5)",2,3.97,General Reading,2012,https://www.goodreads.com/review/show/370172159?utm_medium=api&utm_source=rss
"Wielding a Red Sword (Incarnations of Immortality, #4)",4,3.95,General Reading,2012,https://www.goodreads.com/review/show/370172129?utm_medium=api&utm_source=rss
"With a Tangled Skein (Incarnations of Immortality, #3)",3,4.0,General Reading,2012,https://www.goodreads.com/review/show/370172074?utm_medium=api&utm_source=rss
"Bearing an Hourglass (Incarnations of Immortality, #2)",4,3.96,General Reading,2012,https://www.goodreads.com/review/show/370172063?utm_medium=api&utm_source=rss
"Castle Roogna (Xanth, #3)",2,3.91,General Reading,2012,https://www.goodreads.com/review/show/370172060?utm_medium=api&utm_source=rss
"The Source of Magic (Xanth, #2)",3,3.9,General Reading,2012,https://www.goodreads.com/review/show/370171985?utm_medium=api&utm_source=rss
"A Spell for Chameleon (Xanth, #1)",3,3.91,General Reading,2012,https://www.goodreads.com/review/show/370171954?utm_medium=api&utm_source=rss
"On a Pale Horse (Incarnations of Immortality, #1)",4,4.13,General Reading,2012,https://www.goodreads.com/review/show/370171930?utm_medium=api&utm_source=rss
"Foundation and Earth (Foundation, #5)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/370171857?utm_medium=api&utm_source=rss
"Foundation's Edge (Foundation, #4)",4,4.16,General Reading,2012,https://www.goodreads.com/review/show/370171764?utm_medium=api&utm_source=rss
"Second Foundation (Foundation, #3)",3,4.27,General Reading,2012,https://www.goodreads.com/review/show/370171639?utm_medium=api&utm_source=rss
"Forward the Foundation (Foundation, #7)",4,4.15,General Reading,2012,https://www.goodreads.com/review/show/370171581?utm_medium=api&utm_source=rss
"Prelude to Foundation (Foundation, #6)",2,4.16,General Reading,2012,https://www.goodreads.com/review/show/370171474?utm_medium=api&utm_source=rss
Nemesis,2,3.8,General Reading,2012,https://www.goodreads.com/review/show/370171355?utm_medium=api&utm_source=rss
The Odyssey,4,3.81,General Reading,2012,https://www.goodreads.com/review/show/370166216?utm_medium=api&utm_source=rss
Frankenstein,2,3.77,General Reading,2012,https://www.goodreads.com/review/show/370166171?utm_medium=api&utm_source=rss
A People’s History of the United States: 1492 - Present,2,4.08,General Reading,2012,https://www.goodreads.com/review/show/370166111?utm_medium=api&utm_source=rss
The Giving Tree,3,4.38,General Reading,2012,https://www.goodreads.com/review/show/370165959?utm_medium=api&utm_source=rss
The Crucible,3,3.61,General Reading,2012,https://www.goodreads.com/review/show/370165673?utm_medium=api&utm_source=rss
Treasure Island,5,3.84,General Reading,2012,https://www.goodreads.com/review/show/370165629?utm_medium=api&utm_source=rss
Dr. Jekyll and Mr. Hyde,4,3.84,General Reading,2012,https://www.goodreads.com/review/show/370165563?utm_medium=api&utm_source=rss
The Taming of the Shrew,2,3.76,General Reading,2012,https://www.goodreads.com/review/show/370165453?utm_medium=api&utm_source=rss
Candide,3,3.76,General Reading,2012,https://www.goodreads.com/review/show/370165388?utm_medium=api&utm_source=rss
Twenty Thousand Leagues Under the Sea,5,3.92,General Reading,2012,https://www.goodreads.com/review/show/370165332?utm_medium=api&utm_source=rss
Where the Red Fern Grows,4,4.12,General Reading,2012,https://www.goodreads.com/review/show/370165294?utm_medium=api&utm_source=rss
The Tell-Tale Heart and Other Writings,4,4.19,General Reading,2012,https://www.goodreads.com/review/show/370165206?utm_medium=api&utm_source=rss
