title,avg_enjoyment,goodreads_rating,amazon_rating,category
"Star Wars: Darksaber (The Callista Trilogy, #2)",3,3.43,,General Reading
"Star Wars: Champions of the Force (The Jedi Academy Trilogy, #3)",4,3.67,,General Reading
"Star Wars: Dark Apprentice (The Jedi Academy Trilogy, #2)",3,3.64,,General Reading
"Star Wars: Jedi Search (The Jedi Academy Trilogy, #1)",4,3.68,,General Reading
The Maker of Dune: Insights of a Master of Science Fiction,4,4.03,,General Reading
UNDER PRESSURE,4,3.63,,General Reading
Soul Catcher,3,3.71,,General Reading
"The Ascension Factor (The Pandora Sequence, #3)",3,3.74,,General Reading
Hellstrom's Hive,2,3.69,,General Reading
Destination: Void,2,3.6,,General Reading
"Whipping Star (ConSentiency Universe, #1)",3,3.67,,General Reading
The Road to Dune,4,3.91,,General Reading
"The Lazarus Effect (The Pandora Sequence, #2)",2,3.77,,General Reading
"The Jesus Incident (The Pandora Sequence, #1)",2,3.73,,General Reading
The White Plague,1,3.7,,General Reading
"The Dosadi Experiment (ConSentiency Universe, #2)",4,3.84,,General Reading
Chapterhouse: Dune (Dune #6),3,3.9,,General Reading
Heretics of Dune (Dune #5),3,3.85,,General Reading
God Emperor of Dune (Dune #4),4,3.84,,General Reading
Children of Dune (Dune #3),2,3.92,,General Reading
Dune Messiah (Dune #2),5,3.88,,General Reading
"Frank Herbert (Twayne's United States Authors, #532)",4,3.44,,General Reading
"The Winds of Dune (Heroes of Dune, #2)",2,3.79,,General Reading
"Paul of Dune (Heroes of Dune, #1)",1,3.74,,General Reading
"Hunters of Dune (Dune, #7)",1,3.67,,General Reading
"Sandworms of Dune (Dune, #8)",1,3.64,,General Reading
"The Battle of Corrin (Legends of Dune, #3)",2,3.8,,General Reading
"The Machine Crusade (Legends of Dune, #2)",1,3.8,,General Reading
"House Corrino (Prelude to Dune, #3)",2,3.74,,General Reading
"House Harkonnen (Prelude to Dune, #2)",2,3.74,,General Reading
"House Atreides (Prelude to Dune, #1)",3,3.81,,General Reading
"The Butlerian Jihad (Legends of Dune, #1)",1,4.02,,General Reading
The Leopard,5,4.01,,General Reading
"Orphans of the Helix (Hyperion Cantos, #4.5)",2,3.86,,General Reading
"Prayers to Broken Stones (Hyperion Cantos, #0.5)",4,3.84,,General Reading
The Hollow Man,3,3.46,,General Reading
Song of Kali,2,3.59,,General Reading
Carrion Comfort,3,3.91,,General Reading
"Olympos (Ilium, #2)",3,3.94,,General Reading
"Ilium (Ilium, #1)",3,4.02,,General Reading
"Endymion (Hyperion Cantos, #3)",2,4.17,,General Reading
"The Fall of Hyperion (Hyperion Cantos, #2)",5,4.23,,General Reading
"Hyperion (Hyperion Cantos, #1)",5,4.27,,General Reading
"Virtual Light (Bridge, #1)",2,3.88,,General Reading
How to Measure Anything: Finding the Value of Intangibles in Business,4,3.95,,General Reading
King Rat,3,3.56,,General Reading
The Pale King,2,3.97,,General Reading
Consider the Lobster and Other Essays,4,4.19,,General Reading
Infinite Jest,3,4.27,,General Reading
"Iron Council (New Crobuzon, #3)",3,3.73,,General Reading
Kraken,3,3.62,,General Reading
The City & the City,4,3.9,,General Reading
"The Scar (New Crobuzon, #2)",4,4.18,,General Reading
"The Hero of Ages (Mistborn, #3)",4,4.55,,General Reading
"Mistborn: The Final Empire (Mistborn, #1)",4,4.48,,General Reading
After Dark,3,3.75,,General Reading
Norwegian Wood,3,4.0,,General Reading
Kafka on the Shore,4,4.13,,General Reading
Travels in Hyperreality (Harvest Book),3,3.92,,General Reading
The Name of the Rose,4,4.14,,General Reading
Starship Troopers,3,4.01,,General Reading
"Ender’s Game (Ender's Saga, #1)",5,4.31,,General Reading
Slaughterhouse-Five,3,4.11,,General Reading
Jonathan Strange & Mr Norrell,4,3.85,,General Reading
Foucault’s Pendulum,5,3.92,,General Reading
Expert Political Judgment: How Good Is It? How Can We Know?,5,3.97,,General Reading
The Omnivore's Dilemma: A Natural History of Four Meals,4,4.18,,General Reading
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",3,4.28,,General Reading
"The Last Battle (Chronicles of Narnia, #7)",2,4.03,,General Reading
"The Silver Chair (Chronicles of Narnia, #4)",3,3.96,,General Reading
Mere Christianity,1,4.33,,General Reading
"The Horse and His Boy (Chronicles of Narnia, #5)",3,3.92,,General Reading
The Screwtape Letters,2,4.17,,General Reading
"The Magician’s Nephew (Chronicles of Narnia, #6)",3,4.07,,General Reading
"Prince Caspian (Chronicles of Narnia, #2)",3,3.99,,General Reading
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",5,4.1,,General Reading
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",4,4.24,,General Reading
"The Caves of Steel (Robot, #1)",2,4.19,,General Reading
The Time Machine,2,3.9,,General Reading
"The Positronic Man (Robot, #0.6)",3,4.13,,General Reading
"I, Robot (Robot, #0.1)",4,4.22,,General Reading
The Cyberiad,5,4.18,,General Reading
"Three Men in a Boat (Three Men, #1)",3,3.86,,General Reading
"Life, the Universe and Everything (Hitchhiker's Guide, #3)",3,3.99,,General Reading
"So Long, and Thanks for All the Fish",3,3.94,,General Reading
"Mostly Harmless (Hitchhiker's Guide, #5)",3,3.56,,General Reading
Robot: Mere Machine to Transcendent Mind,4,4.07,,General Reading
Brave New World,4,3.64,,General Reading
Is the Internet Changing the Way You Think?: The Net's Impact on Our Minds and Future – A Brilliant Essential Guide from 150 Influential Voices (Edge Question Series),2,3.6,,General Reading
The Ethical Slut: A Guide to Infinite Sexual Possibilities,3,3.88,,General Reading
The Martian Chronicles,5,4.16,,General Reading
Freakonomics,3,3.81,,General Reading
"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",3,4.21,,General Reading
Ubik,4,4.11,,General Reading
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",3,4.22,,General Reading
Dune (Dune #1),5,4.21,,General Reading
The Phantom Tollbooth,3,4.19,,General Reading
"The Book of Silence (The Lords of Dûs, #4)",3,3.83,,General Reading
"The Seven Altars of Dûsarra (The Lords of Dûs, #2)",3,3.82,,General Reading
"The Sword of Bheleu (The Lords of Dûs, #3)",3,3.81,,General Reading
"The Cyborg and the Sorcerers (War Surplus, #1)",3,3.74,,General Reading
"The Lure of the Basilisk (The Lords of Dûs, #1)",3,3.76,,General Reading
"Dragon Venom (Obsidian Chronicles, #3)",4,4.07,,General Reading
"The Unwilling Warlord (Ethshar, #3)",2,3.99,,General Reading
"The Dragon Society (Obsidian Chronicles, #2)",4,3.99,,General Reading
"With a Single Spell (Ethshar, #2)",3,4.06,,General Reading
"The Misenchanted Sword (Ethshar, #1)",4,4.04,,General Reading
How to Read a Book: The Classic Guide to Intelligent Reading,2,3.97,,General Reading
Against Method,4,4.02,,General Reading
The Structure of Scientific Revolutions,3,4.02,,General Reading
The World of Parmenides: Essays on the Presocratic Enlightenment,4,4.14,,General Reading
The Logic of Scientific Discovery,2,4.03,,General Reading
Playing to Win: Becoming the Champion,4,3.88,,General Reading
The Language Instinct: How the Mind Creates Language,4,4.01,,General Reading
The Blank Slate: The Modern Denial of Human Nature,4,4.08,,General Reading
The Selfish Gene,5,4.15,,General Reading
The Strategy of Conflict,4,4.02,,General Reading
"Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time",5,3.86,,General Reading
The Demon-Haunted World: Science as a Candle in the Dark,4,4.28,,General Reading
Judgment Under Uncertainty: Heuristics and Biases,3,4.18,,General Reading
Good And Real: Demystifying Paradoxes from Physics to Ethics (A Bradford Book),5,4.12,,General Reading
"The Player of Games (Culture, #2)",5,4.28,,General Reading
"A Fire Upon the Deep (Zones of Thought, #1)",5,4.14,,General Reading
ADAPTED MIND: EVOLUTIONARY PSYCHOLOGY: Evolutionary Psychology and the Generation of Culture,4,4.18,,General Reading
The Flame is Green,3,3.92,,General Reading
"Sodom and Gomorrah, Texas",3,3.53,,General Reading
Annals of Klepsis,4,3.71,,General Reading
Arrive at Easterwine: The Autobiography of a Ktistec Machine,3,3.97,,General Reading
The Fall of Rome,4,4.56,,General Reading
The Reefs of Earth,4,3.83,,General Reading
The Devil Is Dead,5,4.02,,General Reading
Okla Hannali,4,4.25,,General Reading
Dangerous Visions,5,4.17,,General Reading
Fourth Mansions,5,4.01,,General Reading
Nine Hundred Grandmothers,4,4.21,,General Reading
The Hobbit or There and Back Again,4,4.32,,General Reading
The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,3,4.08,,General Reading
Flatland: A Romance of Many Dimensions,5,3.82,,General Reading
The Tao Is Silent: A Whimsical and Sophisticated Guide to Eastern Philosophy and Inner Serenity,4,4.08,,General Reading
Alice’s Adventures in Wonderland / Through the Looking-Glass,5,4.07,,General Reading
A Study in Emerald,5,4.16,,General Reading
Harlequin Valentine,3,3.77,,General Reading
"The Absolute Sandman, Volume 4",4,4.69,,General Reading
"The Absolute Sandman, Volume 2",5,4.66,,General Reading
"The Absolute Sandman, Volume 1",5,4.64,,General Reading
The Sandman: The Dream Hunters,5,4.41,,General Reading
"The Sandman, Vol. 10: The Wake",4,4.52,,General Reading
"The Sandman, Vol. 8: Worlds' End",4,4.46,,General Reading
"The Sandman, Vol. 9: The Kindly Ones",4,4.59,,General Reading
"The Sandman, Vol. 5: A Game of You",4,4.43,,General Reading
"The Sandman, Vol. 4: Season of Mists",4,4.54,,General Reading
"The Sandman, Vol. 3: Dream Country",4,4.25,,General Reading
"The Sandman, Vol. 2: The Doll's House",4,4.44,,General Reading
"The Sandman, Vol. 1: Preludes & Nocturnes",5,4.25,,General Reading
Anansi Boys,4,4.03,,General Reading
Stardust,2,4.1,,General Reading
"Neverwhere (London Below, #1)",4,4.16,,General Reading
Coraline,3,4.14,,General Reading
"American Gods (American Gods, #1)",3,4.1,,General Reading
Lexicon Urthus: A Dictionary for the Urth Cycle,4,4.34,,General Reading
Wastelands: Stories of the Apocalypse (Wastelands #1),3,3.76,,General Reading
"The Sandman, Vol. 6: Fables & Reflections",4,4.31,,General Reading
Castle of Days: Short Fiction and Essays,3,3.96,,General Reading
Free Live Free,3,3.52,,General Reading
An Evil Guest,3,3.1,,General Reading
Nightside the Long Sun,5,4.07,,General Reading
Peace,4,4.12,,General Reading
There Are Doors,2,3.62,,General Reading
The Sorcerer's House,3,3.71,,General Reading
Return to the Whorl,3,4.38,,General Reading
The Island of Doctor Death and Other Stories and Other Stories,4,4.17,,General Reading
In Green's Jungles,3,4.3,,General Reading
The Book of the New Sun,5,4.24,,General Reading
Soldier of the Mist,4,3.97,,General Reading
Epiphany of the Long Sun (The Book of the Long Sun #3-4),4,4.26,,General Reading
Litany of the Long Sun (The Book of the Long Sun #1-2),4,4.26,,General Reading
The Fifth Head of Cerberus,4,4.03,,General Reading
The Wizard,2,3.9,,General Reading
The Citadel of the Autarch,4,4.27,,General Reading
The Urth of the New Sun,4,4.06,,General Reading
The Knight,3,3.78,,General Reading
The Claw of the Conciliator,4,4.02,,General Reading
Sword & Citadel,5,4.36,,General Reading
The Shadow of the Torturer,5,3.86,,General Reading
Shadow & Claw,5,4.07,,General Reading
Engines of Creation: The Coming Era of Nanotechnology (Anchor Library of Science),4,4.19,,General Reading
The Mind’s I: Fantasies and Reflections on Self and Soul,3,4.14,,General Reading
"Gödel, Escher, Bach: An Eternal Golden Braid",5,4.29,,General Reading
Introduction to Algorithms,4,4.35,,General Reading
The Lucifer Principle: A Scientific Expedition into the Forces of History,3,4.04,,General Reading
"Out of Control: The New Biology of Machines, Social Systems, and the Economic World",4,4.23,,General Reading
"Mind and Nature: A Necessary Unity (Advances in Systems Theory, Complexity, and the Human Sciences)",3,4.31,,General Reading
Free as in Freedom: Richard Stallman's Crusade for Free Software,3,3.83,,General Reading
The Shockwave Rider,3,3.93,,General Reading
True Names: and the Opening of the Cyberspace Frontier,5,4.06,,General Reading
Holy Fire,2,3.72,,General Reading
The Emperor's New Mind,2,3.91,,General Reading
I Am a Strange Loop,2,3.94,,General Reading
Consciousness Explained,4,3.9,,General Reading
The Extended Phenotype: The Long Reach of the Gene (Popular Science),3,4.12,,General Reading
Metamagical Themas: Questing for the Essence of Mind and Pattern,4,4.2,,General Reading
The Meme Machine,4,3.85,,General Reading
The Age of Spiritual Machines,3,3.9,,General Reading
On Intelligence,3,4.1,,General Reading
Founders at Work: Stories of Startups' Early Days,4,4.03,,General Reading
Structure and Interpretation of Computer Programs,5,4.46,,General Reading
Hackers & Painters: Big Ideas from the Computer Age,3,4.03,,General Reading
Design Patterns: Elements of Reusable Object-Oriented Software,2,4.19,,General Reading
The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,5,3.82,,General Reading
Hackers: Heroes of the Computer Revolution,4,4.14,,General Reading
The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,4,4.27,,General Reading
In the Beginning...Was the Command Line,5,3.8,,General Reading
The Hacker Crackdown: Law and Disorder on the Electronic Frontier,5,3.8,,General Reading
The Time Ships,3,3.95,,General Reading
"Toast, and Other Stories",5,3.79,,General Reading
All the Myriad Ways,4,4.06,,General Reading
Axiomatic,3,4.25,,General Reading
Permutation City,5,4.06,,General Reading
Blood Music,4,3.85,,General Reading
The Boat of a Million Years,2,3.81,,General Reading
"Beggars in Spain (Sleepless, #1)",4,3.93,,General Reading
Kiln People,5,3.84,,General Reading
"Look to Windward (Culture, #7)",4,4.21,,General Reading
"The Peace War (Across Realtime, #1)",3,3.96,,General Reading
"Infinity's Shore (Uplift Storm Trilogy, #2)",4,3.98,,General Reading
"Iron Sunrise (Eschaton, #2)",3,3.98,,General Reading
"In the Ocean of Night (Galactic Center, #1)",4,3.66,,General Reading
Protector (Known Space),3,4.08,,General Reading
"Beyond the Blue Event Horizon (Heechee Saga, #2)",4,3.96,,General Reading
Neutron Star (Known Space),3,4.13,,General Reading
Mission of Gravity (Mesklin #1),4,3.93,,General Reading
Against a Dark Background,3,4.12,,General Reading
"The Rise of Endymion (Hyperion Cantos, #4)",4,4.14,,General Reading
The Demolished Man,5,3.98,,General Reading
Stand on Zanzibar,5,3.95,,General Reading
"Green Mars (Mars Trilogy, #2)",4,3.94,,General Reading
"The Uplift War (The Uplift Saga, #3)",4,4.07,,General Reading
"The Gap Into Power: A Dark and Hungry God Arises (Gap, #3)",4,4.08,,General Reading
"The Many-Coloured Land (Saga of Pliocene Exile, #1)",3,4.1,,General Reading
"Beggars and Choosers (Sleepless, #2)",4,3.86,,General Reading
"Tea with the Black Dragon (Black Dragon, #1)",4,3.96,,General Reading
"The Sword of the Lictor (The Book of the New Sun, #3)",4,4.25,,General Reading
The Neutronium Alchemist 1: Consolidation (Night's Dawn 2),2,4.35,,General Reading
"The Adversary (Saga of Pliocene Exile, #4)",3,4.23,,General Reading
"The Gap Into Ruin: This Day All Gods Die (Gap, #5)",5,4.22,,General Reading
"The Golden Torc (Saga of the Pliocene Exile, #2)",3,4.13,,General Reading
"Trumps of Doom (The Chronicles of Amber, #6)",3,4.07,,General Reading
"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",1,4.0,,General Reading
"The First Book of Swords (Books of Swords, #1)",2,3.8,,General Reading
"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3,4.03,,General Reading
"The Courts of Chaos (The Chronicles of Amber, #5)",3,4.19,,General Reading
"Towers of Midnight (The Wheel of Time, #13)",3,4.47,,General Reading
"The Shadow Rising (The Wheel of Time, #4)",3,4.27,,General Reading
"The Talismans of Shannara (Heritage of Shannara, #4)",1,4.04,,General Reading
"The Well of Ascension (Mistborn, #2)",4,4.37,,General Reading
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",4,4.02,,General Reading
"Ender's Game, Volume 1: Battle School (Ender's Saga)",5,4.43,,General Reading
"The Treason of Isengard: The History of The Lord of the Rings, Part Two (The History of Middle-Earth, #7)",3,4.19,,General Reading
The Hobbit,4,4.52,,General Reading
"The Dragon Reborn (The Wheel of Time, #3)",4,4.27,,General Reading
Enchanters' End Game (The Belgariad #5),2,4.19,,General Reading
"The Farthest Shore (Earthsea Cycle, #3)",3,4.13,,General Reading
"The Fellowship of the Ring (The Lord of the Rings, #1)",5,4.36,,General Reading
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,4.47,,General Reading
